title,author,publisher,page,language,discount_rate,discounted_price,price,rating,reviews,cover,paper,isbn,date,link,image;
2022  EKYS Milli Eğitim Bakanlığı Müdür Ve Müdür Yardımcılığı Tamamı Çözümlü 5 Deneme,Kolektif,PEGEM AKADEMİ YAYINCILIK-SINAV KİTAPLARI,104,TÜRKÇE,% 13,21.88,25.00,0,0,Karton Kapak,Kitap Kağıdı,9780202192666,2021-11-19,https://www.kitapyurdu.com/kitap/2022--ekys-milli-egitim-bakanligi-mudur-ve-mudur-yardimciligi-tamami-cozumlu-5-deneme/600712.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11485369/wi:100/wh:true;
Gece Yolu,Kristin Hannah,PEGASUS YAYINLARI,496,TÜRKÇE,% 40,29.99,49.98,5,553,Karton Kapak,Kitap Kağıdı,9786055289218,2015-01-21,https://www.kitapyurdu.com/kitap/gece-yolu/272598.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:67508/wi:100/wh:true;
Şirin Dünyayı Geziyorum 2 (Set 5 Kitap),Birsen Ekim Özen,TİMAŞ ÇOCUK YAYINLARI,480,TÜRKÇE,% 36,80.00,125.00,5,13,Karton Kapak,Kitap Kağıdı,9786050838527,2021-04-07,https://www.kitapyurdu.com/kitap/sirin-dunyayi-geziyorum-2-set-5-kitap/578509.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11450102/wi:100/wh:true;
Uzak,Oruç Aruoba,METİS YAYINLARI,136,TÜRKÇE,% 27,20.50,28.00,5,163,Karton Kapak,Kitap Kağıdı,9789753420914,2020-07-02,https://www.kitapyurdu.com/kitap/uzak/5525.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11249257/wi:100/wh:true;
Peygamberler Tarihi,İhsan Süreyya Sırma,BEYAN YAYINLARI,224,TÜRKÇE,% 34,23.76,36.00,5,160,Karton Kapak,Kitap Kağıdı,9789754735482,2021-04-07,https://www.kitapyurdu.com/kitap/peygamberler-tarihi/300009.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11397677/wi:100/wh:true;
Dijital Çağda Müslüman Kalmak,Nazife Şişman,İNSAN YAYINLARI,160,TÜRKÇE,% 32,16.35,24.00,5,177,Karton Kapak,Kitap Kağıdı,9789755748030,2021-04-19,https://www.kitapyurdu.com/kitap/dijital-cagda-musluman-kalmak/398631.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11403600/wi:100/wh:true;
Mesut İnsanlar Fotoğrafhanesi,Ziya Osman Saba,CAN YAYINLARI,248,TÜRKÇE,% 49,21.80,43.00,5,182,Karton Kapak,Kitap Kağıdı,9789750723476,2019-02-27,https://www.kitapyurdu.com/kitap/mesut-insanlar-fotografhanesi/351590.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11343842/wi:100/wh:true;
Duvarlar Resim Olsa,Sevim Ak,FOM KİTAP,96,TÜRKÇE,% 38,18.11,29.00,5,13,Karton Kapak,Kitap Kağıdı,9786059166836,2020-09-28,https://www.kitapyurdu.com/kitap/duvarlar-resim-olsa/556133.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11279401/wi:100/wh:true;
KPSS ALES DGS MatematiX Soru Fasikülleri 2,Olcay Küçükçelik,BENİM HOCAM YAYINLARI,88,TÜRKÇE,% 45,15.12,27.50,5,14,Karton Kapak,1. Hm. Kağıt,9786052778319,2021-01-12,https://www.kitapyurdu.com/kitap/kpss-ales-dgs-matematix-soru-fasikulleri-2/568982.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11344674/wi:100/wh:true;
Süper Gazeteciler 4  / Belalı Davetiye,Aytül Akal,TUDEM YAYINEVİ,280,TÜRKÇE,% 36,31.35,49.00,5,67,Karton Kapak,Kitap Kağıdı,9786052856093,2016-05-04,https://www.kitapyurdu.com/kitap/super-gazeteciler-4---belali-davetiye/239923.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11455538/wi:100/wh:true;
Yoğun Bir yıl,Leo Lionni,ELMA YAYINEVİ,36,TÜRKÇE,% 32,28.50,42.00,5,57,Ciltli,Kuşe Kağıt,9786059795357,2018-11-14,https://www.kitapyurdu.com/kitap/yogun-bir-yil/482493.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:7409595/wi:100/wh:true;
EMDR Terapisi Teknikleri ile Acı Anıları Silmek,Dr. Francine Shapiro,KURALDIŞI YAYINLARI,312,TÜRKÇE,% 30,31.50,45.00,4,91,Karton Kapak,Kitap Kağıdı,9789752751996,2019-10-07,https://www.kitapyurdu.com/kitap/emdr-terapisi-teknikleri-ile-aci-anilari-silmek/286282.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:178612/wi:100/wh:true;
Duyulmayan Anlam Çığlığı,Viktor Emil Frankl,TOTEM YAYINCILIK,168,TÜRKÇE,% 28,38.88,54.00,5,45,Karton Kapak,Kitap Kağıdı,9789944330541,2020-10-22,https://www.kitapyurdu.com/kitap/duyulmayan-anlam-cigligi/471839.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11297840/wi:100/wh:true;
Felatun Bey İle Rakım Efendi (Cep Boy) (Tam Metin),Ahmet Mithat Efendi,KARBON KİTAPLAR,260,TÜRKÇE,% 44,3.90,7.00,5,85,Karton Kapak,Kitap Kağıdı,9786057829634,2019-05-24,https://www.kitapyurdu.com/kitap/felatun-bey-ile-rakim-efendi-cep-boy-tam-metin/505398.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11447188/wi:100/wh:true;
Değirmen,Sabahattin Ali,TÜRKİYE İŞ BANKASI KÜLTÜR YAYINLARI,164,TÜRKÇE,% 21,7.94,10.00,5,144,Karton Kapak,Kitap Kağıdı,9786257070027,2020-03-03,https://www.kitapyurdu.com/kitap/degirmen/533618.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11077503/wi:100/wh:true;
Alman Vakıfları / Bergama Dosyası,Necip Hablemitoğlu,POZİTİF YAYINLARI,296,TÜRKÇE,% 34,21.12,32.00,5,163,Karton Kapak,Kitap Kağıdı,9789756461709,2017-10-31,https://www.kitapyurdu.com/kitap/alman-vakiflari--bergama-dosyasi/113319.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:9464999/wi:100/wh:true;
Şiirler,Cahit Zarifoğlu,BEYAN YAYINLARI,526,TÜRKÇE,% 31,53.63,78.00,5,655,Karton Kapak,Kitap Kağıdı,9789754730012,2012-12-01,https://www.kitapyurdu.com/kitap/siirler/1724.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:110405/wi:100/wh:true;
Evelyn Hardcastle’ın Yedi Ölümü,Stuart Turton,İTHAKİ YAYINLARI,456,TÜRKÇE,% 45,40.71,74.00,5,60,Karton Kapak,Kitap Kağıdı,9786257913478,2020-12-21,https://www.kitapyurdu.com/kitap/evelyn-hardcastlein-yedi-olumu/545470.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11332301/wi:100/wh:true;
Tuş Bakışı / Tuş Beyinli Serisi 5,Yusuf Asal,NESİL ÇOCUK YAYINLARI,200,TÜRKÇE,% 37,31.50,50.00,5,73,Karton Kapak,Kitap Kağıdı,9786051833002,2021-06-29,https://www.kitapyurdu.com/kitap/tus-bakisi--tus-beyinli-serisi-5/448307.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11432845/wi:100/wh:true;
Moby Dick,Herman Melville,CAN YAYINLARI,728,TÜRKÇE,% 40,38.90,65.00,5,65,Karton Kapak,Kitap Kağıdı,9789750741388,2019-11-05,https://www.kitapyurdu.com/kitap/moby-dick/520099.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11425912/wi:100/wh:true;
Tahir Sami Bey'in Özel Hayatı,Mustafa Kutlu,DERGAH YAYINLARI,163,TÜRKÇE,% 24,22.05,29.00,5,395,Karton Kapak,Kitap Kağıdı,9789759953096,2017-09-01,https://www.kitapyurdu.com/kitap/tahir-sami-beyin-ozel-hayati/133604.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:31270/wi:100/wh:true;
Karşıt Yatırım,William Patalon III,SCALA YAYINCILIK,312,TÜRKÇE,% 40,72.00,120.00,5,23,Karton Kapak,1. Hm. Kağıt,9786059248174,2016-11-07,https://www.kitapyurdu.com/kitap/karsit-yatirim/23205.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:2365686/wi:100/wh:true;
On Üç Günün Mektupları,Cemal Süreya,CAN YAYINLARI,192,TÜRKÇE,% 48,20.18,39.00,5,97,Karton Kapak,Kitap Kağıdı,9789750739774,2019-05-09,https://www.kitapyurdu.com/kitap/on-uc-gunun-mektuplari/493440.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11376931/wi:100/wh:true;
O Muydu?,Stefan Zweig,KAPRA YAYINCILIK,68,TÜRKÇE,% 46,4.90,9.00,5,12,Karton Kapak,Kitap Kağıdı,9786257300308,2021-01-11,https://www.kitapyurdu.com/kitap/o-muydu/568809.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11343622/wi:100/wh:true;
Genç Kız Kalbi,Mehmed Rauf,KAPRA YAYINCILIK,104,TÜRKÇE,% 46,4.90,9.00,4,16,Karton Kapak,Kitap Kağıdı,9786257751476,2021-01-13,https://www.kitapyurdu.com/kitap/genc-kiz-kalbi/569225.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11345511/wi:100/wh:true;
Boynu Bükük Öldüler,Yılmaz Güney,İTHAKİ YAYINLARI,416,TÜRKÇE,% 40,39.57,66.00,5,95,Karton Kapak,Kitap Kağıdı,9786053755159,2021-09-24,https://www.kitapyurdu.com/kitap/boynu-bukuk-olduler/413346.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11386613/wi:100/wh:true;
İlköğretim Türkçe Altın Sözlük / TDK Uyumlu,Hüseyin Kuşçu,ALTIN KİTAPLAR,448,TÜRKÇE,% 37,18.98,30.00,5,69,Karton Kapak,Kitap Kağıdı,9789754050752,2019-09-24,https://www.kitapyurdu.com/kitap/ilkogretim-turkce-altin-sozluk--tdk-uyumlu/127494.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:9709767/wi:100/wh:true;
Bir Kedi On Fare / Sayılar,Duygu Yardımcı,KUMDAN KALE YAYINLARI,28,TÜRKÇE,% 25,13.44,18.00,5,132,Karton Kapak,Kuşe Kağıt,9786059267700,2020-10-13,https://www.kitapyurdu.com/kitap/bir-kedi-on-fare--sayilar/482298.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11292858/wi:100/wh:true;
Hazreti Fatıma,Nurdan Damla,HAYAT YAYINLARI,496,TÜRKÇE,% 34,46.20,70.00,5,205,Karton Kapak,Kitap Kağıdı,9786051512495,2018-12-19,https://www.kitapyurdu.com/kitap/hazreti-fatima/441371.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:5000469/wi:100/wh:true;
Dünya Kiracısı,Doğukan İşler,DEDALUS KİTAP,96,TÜRKÇE,% 45,7.70,14.00,4,49,Karton Kapak,Kitap Kağıdı,9786057639059,2019-04-16,https://www.kitapyurdu.com/kitap/dunya-kiracisi/501038.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:8627505/wi:100/wh:true;
Sayısal Çocuk,Hidayet Karakuş,BİLGİ YAYINEVİ ÇOCUK KİTAPLARI,160,TÜRKÇE,% 30,20.29,29.00,5,25,Karton Kapak,1. Hm. Kağıt,9789752201996,2017-09-29,https://www.kitapyurdu.com/kitap/sayisal-cocuk/91422.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:4622474/wi:100/wh:true;
Bu Bir Pipo Değildir,Michel Foucault,YAPI KREDİ YAYINLARI,59,TÜRKÇE,% 34,9.90,15.00,4,158,Karton Kapak,1. Hm. Kağıt,9789753631709,2019-07-19,https://www.kitapyurdu.com/kitap/bu-bir-pipo-degildir/102588.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:5683/wi:100/wh:true;
Küçük Bayan Sarılgan,Roger Hargreaves,DOĞAN EGMONT ÇOCUK KİTAPLARI,36,TÜRKÇE,% 29,15.69,22.00,5,81,Karton Kapak,Kitap Kağıdı,9786050929935,2017-02-16,https://www.kitapyurdu.com/kitap/kucuk-bayan-sarilgan/376961.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1113950/wi:100/wh:true;
Zihnim Ellerimde ,Mehmet İlhan,KİTAPYURDU DOĞRUDAN YAYINCILIK (KDY),200,TÜRKÇE,%0,40.00,40.00,4,6,Karton Kapak,Kitap Kağıdı,9786254122187,2021-07-02,https://www.kitapyurdu.com/kitap/zihnim-ellerimde-/586572.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11433595/wi:100/wh:true;
Elif Bisiklete Binmeyi Öğreniyor,Liane Schneider,TÜRKİYE İŞ BANKASI KÜLTÜR YAYINLARI,24,TÜRKÇE,% 35,8.45,13.00,5,57,Karton Kapak,Kuşe Kağıt,9786053601432,2019-05-27,https://www.kitapyurdu.com/kitap/elif-bisiklete-binmeyi-ogreniyor/254822.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:293022/wi:100/wh:true;
Başka Bir Gezegen Yok / Atıksız Yaşamın İpuçları,Nil Ormanlı Balpınar,TİMAŞ GENÇ,120,TÜRKÇE,% 30,21.00,30.00,5,42,Karton Kapak,Kitap Kağıdı,9786050834093,2021-10-19,https://www.kitapyurdu.com/kitap/baska-bir-gezegen-yok--atiksiz-yasamin-ipuclari/545952.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11468531/wi:100/wh:true;
Tanrı’nın Gözbebeği İnsan,Prof. Dr. Şaban Ali Düzgün,OTTO,216,TÜRKÇE,% 27,25.73,35.00,5,7,Karton Kapak,Kitap Kağıdı,9786257236430,2021-10-25,https://www.kitapyurdu.com/kitap/tanrinin-gozbebegi-insan/597842.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11471916/wi:100/wh:true;
Sarmaşık Gezegeni,Ayşe Sevim,CEZVE ÇOCUK,36,TÜRKÇE,% 23,26.57,34.50,5,45,Karton Kapak,Kitap Kağıdı,9786052297742,2020-06-03,https://www.kitapyurdu.com/kitap/sarmasik-gezegeni/542773.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11235716/wi:100/wh:true;
Bilge Adamın Korkusu / Kral Katili Güncesi 2. Gün,Patrick Rothfuss,İTHAKİ YAYINLARI,994,TÜRKÇE,% 40,86.91,145.00,5,341,Karton Kapak,Kitap Kağıdı,9786053751595,2019-05-30,https://www.kitapyurdu.com/kitap/bilge-adamin-korkusu--kral-katili-guncesi-2-gun/265384.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11341937/wi:100/wh:true;
Talha b. Ubeydullah (r.a.) & Şehidü'l-Hayy / Yaşayan Şehit,Muhammed Emin Yıldırım,SİYER YAYINLARI,150,TÜRKÇE,% 28,18.00,25.00,5,261,Karton Kapak,Kitap Kağıdı,9786058711082,2012-02-02,https://www.kitapyurdu.com/kitap/talha-b-ubeydullah-ra-amp-sehidulhayy--yasayan-sehit/268194.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:22296/wi:100/wh:true;
Çocuk Eğitiminde 100 Temel Kural,Pedagog Adem Güneş,TİMAŞ YAYINLARI,216,TÜRKÇE,% 30,33.24,47.50,4,499,Karton Kapak,Kitap Kağıdı,9786050819281,2019-10-26,https://www.kitapyurdu.com/kitap/cocuk-egitiminde-100-temel-kural/364593.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11406060/wi:100/wh:true;
İnsan ve Değerleri,Ioanna Kuçuradi,TÜRKİYE FELSEFE KURUMU YAYINLARI,112,TÜRKÇE,% 22,24.96,32.00,5,42,Karton Kapak,Kitap Kağıdı,9789757748199,2020-10-28,https://www.kitapyurdu.com/kitap/insan-ve-degerleri/283629.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11300967/wi:100/wh:true;
Genlerin Şifresi,Bilgin Adalı,CAN ÇOCUK YAYINLARI,96,TÜRKÇE,% 48,15.01,29.00,5,59,Karton Kapak,Kitap Kağıdı,9789750710995,2019-05-09,https://www.kitapyurdu.com/kitap/genlerin-sifresi/137716.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11433356/wi:100/wh:true;
Mişmiş Neredeymiş Mutfakta,Lider Hepgenç,FOM KİTAP,56,TÜRKÇE,% 40,14.40,24.00,5,23,Karton Kapak,Kitap Kağıdı,9786059166591,2019-04-04,https://www.kitapyurdu.com/kitap/mismis-neredeymis-mutfakta/473216.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:8537353/wi:100/wh:true;
Sevmek Bu Kadar Güzelken,Sema Maraşlı,PROFİL KİTAP,200,TÜRKÇE,% 34,26.40,40.00,5,13,Karton Kapak,Kitap Kağıdı,9786257111447,2020-09-04,https://www.kitapyurdu.com/kitap/sevmek-bu-kadar-guzelken/552755.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11456291/wi:100/wh:true;
Peygamberimiz'in Şemaili,Prof. Dr. Ali Yardım,DAMLA YAYINEVİ,496,TÜRKÇE,% 28,30.24,42.00,5,46,Karton Kapak,Kitap Kağıdı,9789753811453,2011-03-01,https://www.kitapyurdu.com/kitap/peygamberimizin-semaili/5954.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:111585/wi:100/wh:true;
2022 DGS Tamamı Çözümlü Soru Bankası,Kolektif,PEGEM AKADEMİ YAYINCILIK-SINAV KİTAPLARI,880,TÜRKÇE,% 40,126.00,210.00,5,12,Karton Kapak,1. Hm. Kağıt,9780202100968,2021-07-16,https://www.kitapyurdu.com/kitap/2022-dgs-tamami-cozumlu-soru-bankasi/554579.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11436415/wi:100/wh:true;
Kim Var İmiş Biz Burada Yoğ İken & Dört Osmanlı: Yeniçeri, Tüccar, Derviş ve Hatun,Cemal Kafadar,METİS YAYINLARI,200,TÜRKÇE,% 27,26.35,36.00,5,204,Karton Kapak,Kitap Kağıdı,9789753427067,2019-09-02,https://www.kitapyurdu.com/kitap/kim-var-imis-biz-burada-yog-iken-amp-dort-osmanli-yeniceri-tuccar-dervis-ve-hatun/137406.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:9643504/wi:100/wh:true;
2022 KPSS Eğitim Bilimleri Gelişim Psikolojisi Yaprak Test,Kolektif,PEGEM AKADEMİ YAYINCILIK-SINAV KİTAPLARI,32,TÜRKÇE,% 48,7.76,15.00,5,15,Karton Kapak,1. Hm. Kağıt,9780202191720,2021-09-29,https://www.kitapyurdu.com/kitap/2022-kpss-egitim-bilimleri-gelisim-psikolojisi-yaprak-test/594035.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11458059/wi:100/wh:true;
İran Masalları,unknown,KAPRA YAYINCILIK,126,TÜRKÇE,% 46,4.90,9.00,4,10,Karton Kapak,Kitap Kağıdı,9786257361231,2021-03-18,https://www.kitapyurdu.com/kitap/iran-masallari/576168.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11386449/wi:100/wh:true;
Sefile,Halid Ziya Uşaklıgil,KAPRA YAYINCILIK,176,TÜRKÇE,% 46,4.90,9.00,5,17,Karton Kapak,Kitap Kağıdı,9786257751254,2021-01-13,https://www.kitapyurdu.com/kitap/sefile/569245.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11345535/wi:100/wh:true;
Büyük Yalnızlık,Kristin Hannah,PEGASUS YAYINLARI,528,TÜRKÇE,% 42,34.51,59.98,5,158,Karton Kapak,Kitap Kağıdı,9786052995969,2019-05-23,https://www.kitapyurdu.com/kitap/buyuk-yalnizlik/504739.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:8846392/wi:100/wh:true;
Sineklerin Tanrısı (Ciltli),William Golding,TÜRKİYE İŞ BANKASI KÜLTÜR YAYINLARI,272,TÜRKÇE,% 35,42.20,65.00,5,15,Ciltli,Kitap Kağıdı,9786254053382,2021-04-07,https://www.kitapyurdu.com/kitap/sineklerin-tanrisi-ciltli/578461.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11397642/wi:100/wh:true;
Büyükannem ve Minik Kuş,Benji Davies,REDHOUSE KIDZ YAYINLARI,32,TÜRKÇE,% 32,25.84,38.00,5,78,Karton Kapak,1. Hm. Kağıt,9786052079683,2019-10-01,https://www.kitapyurdu.com/kitap/buyukannem-ve-minik-kus/515968.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:9883268/wi:100/wh:true;
Din ve Beyin & Temel Prensipleri Aynı,Prof. Dr. Gazi Özdemir,ŞİRA YAYINLARI,656,TÜRKÇE,% 37,104.36,165.00,5,18,Karton Kapak,Kitap Kağıdı,9786057977236,2020-04-22,https://www.kitapyurdu.com/kitap/din-ve-beyin-amp-temel-prensipleri-ayni/536168.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11171943/wi:100/wh:true;
Hasan Ali Yücel ve Türk Aydınlanması,A. M. Celal Şengör,TÜRKİYE İŞ BANKASI KÜLTÜR YAYINLARI,192,TÜRKÇE,% 35,9.10,14.00,5,230,Karton Kapak,Kitap Kağıdı,9786053325918,2019-05-10,https://www.kitapyurdu.com/kitap/hasan-ali-yucel-ve-turk-aydinlanmasi/379005.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1120701/wi:100/wh:true;
Mutluluk ve Mutsuzluk / Çıtır Çıtır Felsefe (12. Kitap),Brigitte Labbe,GÜNIŞIĞI KİTAPLIĞI,39,TÜRKÇE,% 30,16.80,24.00,5,89,Karton Kapak,Kuşe Kağıt,9789944717045,2019-08-05,https://www.kitapyurdu.com/kitap/mutluluk-ve-mutsuzluk--citir-citir-felsefe-12-kitap/118521.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:25517/wi:100/wh:true;
Gülmek Var Dönmek Yok / Acayip İşler Takımı,Salih Uyan,CARPE DİEM KİTAP,160,TÜRKÇE,% 30,26.95,38.50,5,15,Karton Kapak,Kitap Kağıdı,9786051442075,2020-06-16,https://www.kitapyurdu.com/kitap/gulmek-var-donmek-yok--acayip-isler-takimi/543772.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11407429/wi:100/wh:true;
Belki Başka Zaman,İbrahim Tenekeci,MUHİT  KİTAP,56,TÜRKÇE,% 28,18.72,26.00,5,20,Karton Kapak,Kitap Kağıdı,9786057005465,2021-01-04,https://www.kitapyurdu.com/kitap/belki-baska-zaman/567458.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11336925/wi:100/wh:true;
Raşomon,Ryunosuke Akutagava,FOL KİTAP,88,TÜRKÇE,% 34,11.88,18.00,5,22,Karton Kapak,Kitap Kağıdı,9786257307321,2021-10-19,https://www.kitapyurdu.com/kitap/rasomon/578285.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11468400/wi:100/wh:true;
Öğretmenin Kişisel Gelişim Rehberi & Bilgi Çağında Öğretmen Olmak,Salih Uyan,TİMAŞ YAYINLARI,232,TÜRKÇE,% 34,31.35,47.50,5,32,Karton Kapak,Kitap Kağıdı,9786050834512,2020-10-02,https://www.kitapyurdu.com/kitap/ogretmenin-kisisel-gelisim-rehberi-amp-bilgi-caginda-ogretmen-olmak/557730.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11296932/wi:100/wh:true;
TYT-AYT-KPSS-ALES-DGS Paragrafın Felsefesi Tamamı Çözümlü Soru Bankası ,Kadir Gümüş,BENİM HOCAM YAYINLARI,272,TÜRKÇE,% 45,51.70,94.00,5,5,Karton Kapak,Kitap Kağıdı,9786052778463,2021-02-02,https://www.kitapyurdu.com/kitap/tytaytkpssalesdgs-paragrafin-felsefesi-tamami-cozumlu-soru-bankasi-/571444.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11357321/wi:100/wh:true;
Adil Ekonomik Düzen,Necmettin Erbakan,MGV YAYINLARI,81,TÜRKÇE,% 23,16.94,22.00,5,70,Karton Kapak,Kitap Kağıdı,9786052008317,2022-02-08,https://www.kitapyurdu.com/kitap/adil-ekonomik-duzen/481038.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11520266/wi:100/wh:true;
Ölüm Defteri 6 (Death Note),Tsugumi Ooba,AKILÇELEN KİTAPLAR,224,TÜRKÇE,% 32,19.14,28.00,5,132,Karton Kapak,Kitap Kağıdı,9786055381127,2015-02-01,https://www.kitapyurdu.com/kitap/olum-defteri-6-death-note/266743.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:18672/wi:100/wh:true;
Yazarların İstanbul'u,Artun Ünsal,POZİTİF YAYINLARI,166,TÜRKÇE,% 30,14.00,20.00,4,164,Karton Kapak,Kitap Kağıdı,9786054726141,2020-07-16,https://www.kitapyurdu.com/kitap/yazarlarin-istanbulu/284792.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11252909/wi:100/wh:true;
Amok Koşucusu,Stefan Zweig,KAPRA YAYINCILIK,52,TÜRKÇE,% 46,4.90,9.00,4,8,Karton Kapak,Kitap Kağıdı,9786257300858,2021-02-09,https://www.kitapyurdu.com/kitap/amok-kosucusu/572298.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11361969/wi:100/wh:true;
Peter Pan,James Matthew Barrie,KAPRA YAYINCILIK,175,TÜRKÇE,% 46,4.90,9.00,5,11,Karton Kapak,Kitap Kağıdı,9786257300520,2021-01-26,https://www.kitapyurdu.com/kitap/peter-pan/570625.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11353190/wi:100/wh:true;
Obez Devlet & Devleti Besleyenler Devletten Beslenenler,Ozan Bingöl,SİA KİTAP,224,TÜRKÇE,% 40,26.40,44.00,5,5,Karton Kapak,Kitap Kağıdı,9786257266888,2022-01-19,https://www.kitapyurdu.com/kitap/obez-devlet-amp-devleti-besleyenler-devletten-beslenenler/605910.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11509527/wi:100/wh:true;
Gece Uçuşu (Cep Boy) (Tam Metin),Antoine De Saint Exupery,KARBON KİTAPLAR,98,TÜRKÇE,% 44,3.90,7.00,5,147,Karton Kapak,Kitap Kağıdı,9786057860590,2019-05-14,https://www.kitapyurdu.com/kitap/gece-ucusu-cep-boy-tam-metin/504262.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11435866/wi:100/wh:true;
İslam Hukuk Usulü,Prof. Dr. Hacı Yunus Apaydın,BİLAY (BİLİMSEL ARAŞTIRMA YAYINLARI),400,TÜRKÇE,% 30,56.00,80.00,5,78,Karton Kapak,Kitap Kağıdı,9786058228320,2017-09-26,https://www.kitapyurdu.com/kitap/islam-hukuk-usulu/436439.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:4606175/wi:100/wh:true;
Esmaü'l Hüsna Şerhi,İsmail Hakkı Bursevi,SUFİ KİTAP YAYINLARI,288,TÜRKÇE,% 24,38.00,50.00,5,79,Karton Kapak,Kitap Kağıdı,9786055215682,2019-12-18,https://www.kitapyurdu.com/kitap/esmaul-husna-serhi/343006.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11328120/wi:100/wh:true;
Ihlamurlar Altında Gezinti,Friedrich Von Schiller,CAN YAYINLARI,72,TÜRKÇE,% 48,6.73,13.00,5,23,Karton Kapak,Kitap Kağıdı,9789750749322,2021-04-14,https://www.kitapyurdu.com/kitap/ihlamurlar-altinda-gezinti/578446.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11448923/wi:100/wh:true;
Güneşi Uyandıralım (Ciltli Baskı),Jose Mauro De Vasconcelos,CAN YAYINLARI,312,TÜRKÇE,% 48,40.37,78.00,5,37,Ciltli,Kitap Kağıdı,9789750745928,2020-09-15,https://www.kitapyurdu.com/kitap/gunesi-uyandiralim-ciltli-baski/554232.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11313049/wi:100/wh:true;
